lat,lon,kind
45.4666469,9.1813829,pharmacy
45.4738367,9.1833271,pharmacy
45.4225229,9.0628783,clinic
45.4730213,9.1515168,pharmacy
45.621267,9.1369006,pharmacy
45.6212635,9.1371216,doctors
45.6207259,9.1511997,pharmacy
45.5729523,9.25233,pharmacy
45.5871187,9.2729127,clinic
45.5901758,9.2626144,clinic
45.458747,9.2421925,doctors
45.4588322,9.2423278,doctors
45.5884296,9.2720798,pharmacy
45.5210284,9.1714152,pharmacy
45.4778779,9.2087628,pharmacy
45.628119,9.2423933,pharmacy
45.438926,9.1497117,pharmacy
45.3548969,9.3379902,supermarket
45.4440821,9.2222329,pharmacy
45.4669792,9.2000028,pharmacy
45.4600804,9.1805971,pharmacy
45.4612062,9.1848031,pharmacy
45.4628872,9.1862916,supermarket
45.4626043,9.1935327,clinic
45.4792529,9.2173918,pharmacy
45.4614855,9.2793383,pharmacy
45.4666558,9.1598508,pharmacy
45.4756512,9.1481143,pharmacy
45.483681,9.1815925,pharmacy
45.4715432,9.2325781,supermarket
45.4708196,9.2322821,pharmacy
45.4727747,9.3067771,supermarket
45.5003548,9.2096376,supermarket
45.4647254,9.1416469,supermarket
45.5367686,9.2219904,supermarket
45.6544544,9.2026786,school
45.4996324,9.1398194,supermarket
45.6431525,9.1994504,school
45.6555756,9.2124906,school
45.4399857,9.1996983,pharmacy
45.4374969,9.2195244,pharmacy
45.4734489,9.2131982,supermarket
45.6513306,9.1446821,school
45.5872724,9.2703573,doctors
45.5072718,9.2531566,pharmacy
45.4487733,9.1971038,pharmacy
45.585196,9.2690638,doctors
45.4857036,9.1960529,doctors
45.5821147,9.2751933,doctors
45.5725687,9.1365747,pharmacy
45.4585677,9.2420452,pharmacy
45.4723427,9.1687947,school
45.4948385,9.147776,supermarket
45.6513581,9.1668878,pharmacy
45.6473972,9.1441119,supermarket
45.4830834,9.1996933,pharmacy
45.4834938,9.2023635,pharmacy
45.4820798,9.1999357,doctors
45.4553583,9.1805087,supermarket
45.5498713,9.2386316,supermarket
45.5703082,9.1916861,supermarket
45.4748699,9.2081143,pharmacy
45.4741306,9.2067465,pharmacy
45.4763323,9.2072074,pharmacy
45.5835635,9.1959642,pharmacy
45.5230143,9.0444367,supermarket
45.5547304,9.2028998,doctors
45.6334605,9.223735,supermarket
45.479449,9.1875565,school
45.5377124,9.2385079,supermarket
45.5369395,9.2372535,pharmacy
45.5350379,9.2402223,pharmacy
45.5034302,9.1764131,supermarket
45.4962332,9.2028361,supermarket
45.4676624,9.1857832,pharmacy
45.4674008,9.1528383,pharmacy
45.4018611,9.2746933,pharmacy
45.3995899,9.2783302,supermarket
45.4616658,9.1807088,school
45.4229656,9.0624902,pharmacy
45.4281375,9.0524169,pharmacy
45.4236801,9.0642712,doctors
45.4212175,9.0580948,school
45.4628809,9.0908564,clinic
45.4457431,9.2483829,pharmacy
45.4455094,9.2429598,pharmacy
45.4888438,9.1836206,supermarket
45.5338018,9.2306316,pharmacy
45.6472658,9.2143523,pharmacy
45.4795209,9.1915343,pharmacy
45.5236698,9.0451127,pharmacy
45.6408226,9.2037511,pharmacy
45.4751477,9.2133143,pharmacy
45.4753866,9.2132593,supermarket
45.6557935,9.1837227,clinic
45.6227573,9.1682286,pharmacy
45.6296477,9.1470823,pharmacy
45.4934854,9.149227,pharmacy
45.4955649,9.1435248,pharmacy
45.3524826,9.204142,doctors
45.3543685,9.2012971,marketplace
45.3527492,9.2001723,school
45.348476,9.1988007,pharmacy
45.3437481,9.1980938,pharmacy
45.3556907,9.2013606,pharmacy
45.4782221,9.19957,doctors
45.4902216,9.1816087,doctors
45.4554252,9.1965773,supermarket
45.5412384,9.1906818,marketplace
45.4938459,9.15085,supermarket
