lat,lon,population,reachable_pois
45.61334,9.129225,412.0,126
45.617237,9.129234,387.0,118
45.621135,9.129243,318.0,95
45.632827,9.12927,404.0,4
45.365836,9.133449,104.0,0
45.369734,9.133458,189.0,70
45.400915,9.133531,159.0,1551
45.404813,9.13354,509.0,1579
45.408711,9.13355,510.0,1459
45.412608,9.133559,305.0,1354
45.416506,9.133568,295.0,1162
45.424301,9.133586,272.0,1345
45.428199,9.133595,269.0,1214
45.435994,9.133614,309.0,1681
45.439892,9.133623,1535.0,1862
45.44379,9.133632,1537.0,1894
45.447687,9.133641,2542.0,1954
45.451585,9.133651,2876.0,1954
45.455483,9.13366,2615.0,1876
45.45938,9.133669,2212.0,1964
45.463278,9.133678,2356.0,1975
45.467175,9.133688,3689.0,1901
45.471073,9.133697,3725.0,1875
45.474971,9.133706,1420.0,2011
45.478868,9.133715,944.0,1972
45.482766,9.133724,842.0,1989
45.486663,9.133734,726.0,2074
45.490561,9.133743,831.0,1936
45.494459,9.133752,1462.0,1789
45.498356,9.133761,1466.0,1816
45.502254,9.13377,917.0,1648
45.506151,9.13378,849.0,1637
45.510049,9.133789,1535.0,1522
45.513947,9.133798,2086.0,1513
45.517844,9.133807,1827.0,1705
45.521742,9.133817,774.0,1538
45.525639,9.133826,775.0,1195
45.529537,9.133835,1249.0,1389
45.533434,9.133844,1280.0,1372
45.537332,9.133854,1003.0,1239
45.54123,9.133863,841.0,817
45.545127,9.133872,768.0,490
45.549025,9.133881,564.0,211
45.552922,9.133891,564.0,304
45.55682,9.1339,681.0,372
45.560717,9.133909,682.0,382
45.564615,9.133918,700.0,290
45.57241,9.133937,754.0,10
45.580205,9.133955,845.0,292
45.588,9.133974,827.0,190
45.591898,9.133983,977.0,189
